Disp,comp_str,R_max,EnvNoiseSigma,Repeat,RunID,RunName,S_global,Occ_thresh,comp_conn
1e-5,0.74,23,0.0025118864315095794,A,307,TrialLatin,50,0.1,0.01
3.9810717055349695e-5,0.74,23,0.0025118864315095794,A,308,TrialLatin,50,0.1,0.01
1.5848931924611142e-4,0.74,23,0.0025118864315095794,A,309,TrialLatin,50,0.1,0.01
6.30957344480193e-4,0.74,23,0.0025118864315095794,A,310,TrialLatin,50,0.1,0.01
0.0025118864315095794,0.74,23,0.0025118864315095794,A,311,TrialLatin,50,0.1,0.01
0.01,0.74,23,0.0025118864315095794,A,312,TrialLatin,50,0.1,0.01
1e-5,0.9200000000000002,23,0.0025118864315095794,A,313,TrialLatin,50,0.1,0.01
3.9810717055349695e-5,0.9200000000000002,23,0.0025118864315095794,A,314,TrialLatin,50,0.1,0.01
1.5848931924611142e-4,0.9200000000000002,23,0.0025118864315095794,A,315,TrialLatin,50,0.1,0.01
6.30957344480193e-4,0.9200000000000002,23,0.0025118864315095794,A,316,TrialLatin,50,0.1,0.01
0.0025118864315095794,0.9200000000000002,23,0.0025118864315095794,A,317,TrialLatin,50,0.1,0.01
0.01,0.9200000000000002,23,0.0025118864315095794,A,318,TrialLatin,50,0.1,0.01
1e-5,1.1,23,0.0025118864315095794,A,319,TrialLatin,50,0.1,0.01
3.9810717055349695e-5,1.1,23,0.0025118864315095794,A,320,TrialLatin,50,0.1,0.01
