Disp,comp_str,R_max,EnvNoiseSigma,FalseAbsenceFrac,Repeat,RunID,RunName,S_global,Occ_thresh,comp_conn
1e-5,1.1,20,0.001,0,B,340,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.001,0,B,341,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.001,0,B,342,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.001,0,B,343,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.001,0,B,344,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.001,0,B,345,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.001,0,B,346,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.001,0,B,347,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.001,0,B,348,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.001,0,B,349,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.001,0,B,350,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.001,0,B,351,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.01,0,B,352,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.01,0,B,353,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.01,0,B,354,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.01,0,B,355,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.01,0,B,356,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.01,0,B,357,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.01,0,B,358,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.01,0,B,359,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.01,0,B,360,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.01,0,B,361,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.01,0,B,362,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.01,0,B,363,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.01,0,B,364,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.01,0,B,365,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.01,0,B,366,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.01,0,B,367,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.01,0,B,368,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.01,0,B,369,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.01,0,B,370,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.01,0,B,371,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.01,0,B,372,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.01,0,B,373,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.01,0,B,374,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.01,0,B,375,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.01,0,B,376,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.01,0,B,377,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.01,0,B,378,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.1,0,B,379,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.1,0,B,380,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.1,0,B,381,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.1,0,B,382,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.1,0,B,383,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.1,0,B,384,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.1,0,B,385,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.1,0,B,386,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.1,0,B,387,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.1,0,B,388,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.1,0,B,389,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.1,0,B,390,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.1,0,B,391,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.1,0,B,392,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.1,0,B,393,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.1,0,B,394,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.1,0,B,395,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.1,0,B,396,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.1,0,B,397,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.1,0,B,398,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.1,0,B,399,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.1,0,B,400,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.1,0,B,401,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.1,0,B,402,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.1,0,B,403,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.1,0,B,404,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.1,0,B,405,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.001,0.05,B,406,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.001,0.05,B,407,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.001,0.05,B,408,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.001,0.05,B,409,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.001,0.05,B,410,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.001,0.05,B,411,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.001,0.05,B,412,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.001,0.05,B,413,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.001,0.05,B,414,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.001,0.05,B,415,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.001,0.05,B,416,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.001,0.05,B,417,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.001,0.05,B,418,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.001,0.05,B,419,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.001,0.05,B,420,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.001,0.05,B,421,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.001,0.05,B,422,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.001,0.05,B,423,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.001,0.05,B,424,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.001,0.05,B,425,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.001,0.05,B,426,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.001,0.05,B,427,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.001,0.05,B,428,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.001,0.05,B,429,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.001,0.05,B,430,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.001,0.05,B,431,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.001,0.05,B,432,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.01,0.05,B,433,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.01,0.05,B,434,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.01,0.05,B,435,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.01,0.05,B,436,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.01,0.05,B,437,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.01,0.05,B,438,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.01,0.05,B,439,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.01,0.05,B,440,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.01,0.05,B,441,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.01,0.05,B,442,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.01,0.05,B,443,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.01,0.05,B,444,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.01,0.05,B,445,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.01,0.05,B,446,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.01,0.05,B,447,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.01,0.05,B,448,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.01,0.05,B,449,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.01,0.05,B,450,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.01,0.05,B,451,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.01,0.05,B,452,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.01,0.05,B,453,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.01,0.05,B,454,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.01,0.05,B,455,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.01,0.05,B,456,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.01,0.05,B,457,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.01,0.05,B,458,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.01,0.05,B,459,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.1,0.05,B,460,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.1,0.05,B,461,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.1,0.05,B,462,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.1,0.05,B,463,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.1,0.05,B,464,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.1,0.05,B,465,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.1,0.05,B,466,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.1,0.05,B,467,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.1,0.05,B,468,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.1,0.05,B,469,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.1,0.05,B,470,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.1,0.05,B,471,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.1,0.05,B,472,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.1,0.05,B,473,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.1,0.05,B,474,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.1,0.05,B,475,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.1,0.05,B,476,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.1,0.05,B,477,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.1,0.05,B,478,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.1,0.05,B,479,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.1,0.05,B,480,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.1,0.05,B,481,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.1,0.05,B,482,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.1,0.05,B,483,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.1,0.05,B,484,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.1,0.05,B,485,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.1,0.05,B,486,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.001,0.1,B,487,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.001,0.1,B,488,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.001,0.1,B,489,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.001,0.1,B,490,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.001,0.1,B,491,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.001,0.1,B,492,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.001,0.1,B,493,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.001,0.1,B,494,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.001,0.1,B,495,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.001,0.1,B,496,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.001,0.1,B,497,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.001,0.1,B,498,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.001,0.1,B,499,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.001,0.1,B,500,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.001,0.1,B,501,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.001,0.1,B,502,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.001,0.1,B,503,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.001,0.1,B,504,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.001,0.1,B,505,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.001,0.1,B,506,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.001,0.1,B,507,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.001,0.1,B,508,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.001,0.1,B,509,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.001,0.1,B,510,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.001,0.1,B,511,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.001,0.1,B,512,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.001,0.1,B,513,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.01,0.1,B,514,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.01,0.1,B,515,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.01,0.1,B,516,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.01,0.1,B,517,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.01,0.1,B,518,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.01,0.1,B,519,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.01,0.1,B,520,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.01,0.1,B,521,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.01,0.1,B,522,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.01,0.1,B,523,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.01,0.1,B,524,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.01,0.1,B,525,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.01,0.1,B,526,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.01,0.1,B,527,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.01,0.1,B,528,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.01,0.1,B,529,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.01,0.1,B,530,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.01,0.1,B,531,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.01,0.1,B,532,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.01,0.1,B,533,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.01,0.1,B,534,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.01,0.1,B,535,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.01,0.1,B,536,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.01,0.1,B,537,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.01,0.1,B,538,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.01,0.1,B,539,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.01,0.1,B,540,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.1,0.1,B,541,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.1,0.1,B,542,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.1,0.1,B,543,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.1,0.1,B,544,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.1,0.1,B,545,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.1,0.1,B,546,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.1,0.1,B,547,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.1,0.1,B,548,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.1,0.1,B,549,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.1,0.1,B,550,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.1,0.1,B,551,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.1,0.1,B,552,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.1,0.1,B,553,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.1,0.1,B,554,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.1,0.1,B,555,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.1,0.1,B,556,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.1,0.1,B,557,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.1,0.1,B,558,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.1,0.1,B,559,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.1,0.1,B,560,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.1,0.1,B,561,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.1,0.1,B,562,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.1,0.1,B,563,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.1,0.1,B,564,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.1,0.1,B,565,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.1,0.1,B,566,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.1,0.1,B,567,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.001,0.2,B,568,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.001,0.2,B,569,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.001,0.2,B,570,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.001,0.2,B,571,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.001,0.2,B,572,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.001,0.2,B,573,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.001,0.2,B,574,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.001,0.2,B,575,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.001,0.2,B,576,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.001,0.2,B,577,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.001,0.2,B,578,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.001,0.2,B,579,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.001,0.2,B,580,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.001,0.2,B,581,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.001,0.2,B,582,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.001,0.2,B,583,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.001,0.2,B,584,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.001,0.2,B,585,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.001,0.2,B,586,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.001,0.2,B,587,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.001,0.2,B,588,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.001,0.2,B,589,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.001,0.2,B,590,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.001,0.2,B,591,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.001,0.2,B,592,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.001,0.2,B,593,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.001,0.2,B,594,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.01,0.2,B,595,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.01,0.2,B,596,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.01,0.2,B,597,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.01,0.2,B,598,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.01,0.2,B,599,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.01,0.2,B,600,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.01,0.2,B,601,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.01,0.2,B,602,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.01,0.2,B,603,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.01,0.2,B,604,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.01,0.2,B,605,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.01,0.2,B,606,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.01,0.2,B,607,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.01,0.2,B,608,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.01,0.2,B,609,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.01,0.2,B,610,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.01,0.2,B,611,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.01,0.2,B,612,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.01,0.2,B,613,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.01,0.2,B,614,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.01,0.2,B,615,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.01,0.2,B,616,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.01,0.2,B,617,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.01,0.2,B,618,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.01,0.2,B,619,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.01,0.2,B,620,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.01,0.2,B,621,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.1,0.2,B,622,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.1,0.2,B,623,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.1,0.2,B,624,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.1,0.2,B,625,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.1,0.2,B,626,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.1,0.2,B,627,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.1,0.2,B,628,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.1,0.2,B,629,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.1,0.2,B,630,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.1,0.2,B,631,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.1,0.2,B,632,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.1,0.2,B,633,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.1,0.2,B,634,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.1,0.2,B,635,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.1,0.2,B,636,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.1,0.2,B,637,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.1,0.2,B,638,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.1,0.2,B,639,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.1,0.2,B,640,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.1,0.2,B,641,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.1,0.2,B,642,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.1,0.2,B,643,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.1,0.2,B,644,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.1,0.2,B,645,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.1,0.2,B,646,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.1,0.2,B,647,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.1,0.2,B,648,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.001,0,C,649,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.001,0,C,650,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.001,0,C,651,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.001,0,C,652,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.001,0,C,653,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.001,0,C,654,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.001,0,C,655,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.001,0,C,656,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.001,0,C,657,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.001,0,C,658,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.001,0,C,659,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.001,0,C,660,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.001,0,C,661,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.001,0,C,662,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.001,0,C,663,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.001,0,C,664,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.001,0,C,665,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.001,0,C,666,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.001,0,C,667,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.001,0,C,668,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.001,0,C,669,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.001,0,C,670,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.001,0,C,671,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.001,0,C,672,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.001,0,C,673,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.001,0,C,674,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.001,0,C,675,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.01,0,C,676,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.01,0,C,677,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.01,0,C,678,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.01,0,C,679,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.01,0,C,680,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.01,0,C,681,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.01,0,C,682,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.01,0,C,683,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.01,0,C,684,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.01,0,C,685,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.01,0,C,686,TrialObsQual,50,0.1,0.01
