OSGR,Lat,Long,CellID_MeanTemps,MeanTemp,CellIDs_LCM,Sea / Estuary,Water (inland),Littoral rock,Littoral sediment,Saltmarsh,Supra-littoral rock,Supra-littoral sediment,Bog (deep peat) ,Dense dwarf shrub heath,Open dwarf shrub heath,Montane habitats,Broad-leaved / mixed woodland ,Coniferous woodland,Improved grassland,Neutral grassland,Setaside grassland,Bracken,Calcareous grassland,Acid grassland,"Fen, marsh, swamp",Arable cereals,Arable horticulture,Arable non-rotational,Suburban / rural developed,Continuous urban,Inland bare ground
SZ0278,50.606213,-1.966032,42241,10.289299836280149,855103,0,0,0,0,0,0,0,0,2,0,0,15,0,4,0,1,0,2,0,0,1,6,1,49,15,0
ST4850,51.25133,-2.739296,39530,9.491476985887648,804649,0,0,0,0,0,0,0,0,0,0,0,14,0,62,0,0,0,1,0,0,6,4,1,9,0,0
SU4819,50.97288,-1.31061,40810,10.35252576837155,826449,0,0,0,0,0,0,0,0,0,0,0,41,1,4,0,4,0,1,0,0,11,5,1,16,2,9
SU4907,50.864895,-1.297994,41170,10.63174291009677,834850,0,0,0,0,0,0,0,0,0,0,0,46,0,16,0,1,0,8,0,0,0,3,0,19,4,0
ST8754,51.289494,-2.180637,39538,9.616149492837389,801888,0,0,0,0,0,0,0,0,0,0,0,53,4,16,0,0,0,6,0,0,9,3,0,6,0,0
NY7206,54.45314,-2.425647,26755,7.413253671855992,555473,0,0,0,0,0,0,0,0,0,1,0,0,0,41,0,0,2,53,0,0,0,0,0,0,0,0
TQ1859,51.32227,-0.300808,39384,9.591690015771299,798519,0,0,0,0,0,0,0,0,0,0,0,59,0,1,0,0,0,0,0,0,0,0,0,32,7,0
SU0411,50.902957,-1.937376,40981,9.475137454774478,832005,0,0,0,0,0,0,0,0,0,0,0,11,0,20,0,0,0,0,0,0,44,17,0,0,3,2
TM1117,51.816091,1.067113,37243,9.889846852401696,758012,0,0,0,7,11,0,33,0,0,0,0,1,0,2,3,0,0,3,0,2,4,18,0,3,5,1
SY5598,50.784355,-2.632607,41512,8.694045058293243,841056,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,4,20,0,0,0,0
ST3424,51.01613,-2.935132,40607,10.085032329929119,822835,0,0,0,0,0,0,0,0,0,0,0,3,0,60,3,0,0,0,0,20,10,1,0,0,0,0
SD4972,54.145833,-2.774594,28010,9.153516674169706,579250,0,0,0,0,0,0,0,0,0,0,0,25,0,22,0,0,6,22,0,0,0,6,0,16,0,0
SP4710,51.791145,-1.31271,37390,9.812301011352552,762748,0,8,0,0,0,0,0,0,0,0,0,14,0,34,0,12,0,5,0,0,4,8,0,5,0,5
ST8748,51.235543,-2.180425,39718,9.228703244910518,806088,0,0,0,0,0,0,0,0,0,0,0,8,2,69,0,0,0,0,0,0,0,0,0,0,0,18
TQ9835,51.084466,0.832791,40120,9.916104497587572,815399,0,0,0,0,0,0,0,0,0,0,0,77,19,0,0,0,0,0,0,0,0,0,0,3,0,0
ST8716,50.947798,-2.179307,40798,9.213587538078652,828488,0,0,0,0,0,0,0,0,1,0,0,16,8,34,0,0,0,3,0,0,14,15,0,1,0,3
TQ1953,51.268135,-0.288471,39564,9.111955242770035,802720,0,0,0,0,0,0,0,0,0,0,0,58,0,7,9,0,0,4,0,0,0,8,1,7,2,0
SU0320,50.983895,-1.951513,40621,9.133544326365964,825704,0,0,0,0,0,0,0,0,0,0,0,39,4,33,0,0,0,5,0,0,10,6,0,0,0,0
TL0926,51.926258,-0.408986,36862,9.12998437717736,751610,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,25,57,0,0,0,0
SO9818,51.865078,-2.023189,37200,8.876862342471112,757099,0,0,0,0,0,0,0,0,0,0,0,13,27,44,0,0,0,10,0,0,0,1,0,0,0,1
TF1171,53.228847,-0.331154,31643,9.131433658655952,650112,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,70,0,2,2,0
ST9910,50.893981,-2.00848,40980,9.541131744305567,832700,0,0,0,0,0,0,0,0,0,0,0,2,0,28,1,0,0,1,0,0,41,23,1,0,0,0
TQ8130,51.045178,0.587837,40297,9.612254255893859,818882,0,0,0,0,0,0,0,0,0,0,0,11,0,64,0,0,0,15,0,0,3,3,0,1,0,0
SP1655,52.19749,-1.760013,35764,9.19240715291515,731217,0,0,0,0,0,0,0,0,0,0,0,10,0,34,0,2,0,9,0,0,17,25,0,0,0,0
SP6014,51.825853,-1.123549,37393,9.260258272613038,759961,0,0,0,0,0,0,0,0,0,0,0,44,2,10,0,0,0,18,0,0,3,15,0,0,5,0
SU1203,50.830902,-1.823878,41343,9.74292725047484,837613,0,0,0,0,0,0,0,0,46,1,0,2,21,2,0,0,0,0,5,0,2,0,2,13,1,0
SU9933,51.09219,-0.580578,40280,9.587604441725544,816700,0,0,0,0,0,0,0,0,0,0,0,56,0,18,0,1,0,3,0,0,0,11,1,3,1,1
SU4526,51.036066,-1.352459,40450,9.935979995618798,821546,0,0,0,0,0,0,0,0,0,0,0,4,0,25,0,0,0,2,0,0,22,38,0,0,2,3
SZ4184,50.658704,-1.41425,42069,10.002416004718143,850942,0,0,0,0,0,0,0,0,0,0,0,31,0,43,2,0,0,0,0,0,0,16,0,0,1,4
SP0747,52.125761,-1.891862,36122,9.646029069986012,736808,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,7,0,8,0,0,3,25,0,29,3,0
TQ2967,51.391771,-0.140124,39026,10.587511412492713,792930,0,0,0,0,0,0,0,0,0,0,0,15,0,2,48,1,0,0,0,0,1,0,0,11,19,0
TR2138,51.10299,1.162515,40125,9.712052773958423,813322,0,1,0,0,0,0,1,0,0,0,0,11,0,5,0,0,0,10,0,0,40,24,0,3,0,0
TL2403,51.716419,-0.199217,37765,9.500161011420184,767725,0,0,0,0,0,0,0,0,0,0,0,18,0,11,0,1,0,16,0,0,4,24,0,22,0,0
SZ1297,50.776947,-1.82408,41523,9.922751166600717,841813,0,0,0,0,0,0,0,0,4,0,0,26,12,22,0,0,0,0,10,0,5,7,2,6,1,0
SP7021,51.887609,-0.977047,37035,8.857156634234297,755071,0,0,0,0,0,0,0,0,0,0,0,25,0,8,0,0,0,11,0,0,20,33,1,0,0,0
SK1353,53.078558,-1.799931,32343,7.826983586395095,662614,0,0,0,0,0,0,0,0,0,0,0,8,2,26,0,0,1,60,0,0,0,0,0,0,0,0
SY7987,50.686787,-2.291555,41876,9.92228078015008,848780,0,0,0,0,0,0,0,0,27,1,0,14,0,20,0,0,0,0,10,0,6,3,14,0,0,0
SK4442,52.978008,-1.338713,32709,8.935300150504867,670345,0,0,0,0,0,0,0,0,0,0,0,13,0,45,0,0,0,12,0,0,0,17,0,8,2,0
TQ6143,51.167946,0.308601,39933,9.441198140957974,809762,0,0,0,0,0,0,0,0,0,0,0,62,8,13,0,0,0,4,0,0,4,0,0,7,0,0
SZ1393,50.740955,-1.810043,41703,10.37773372583203,844614,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,13,0,3,0,0,0,71,1,0
SY5599,50.793347,-2.632728,41512,8.694045058293243,840356,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,9,0,0,4,1,1,0,0,0
TR1160,51.304309,1.03285,39223,10.115867956232325,797912,0,0,0,0,0,0,0,0,0,0,0,72,0,11,0,1,0,9,0,0,0,3,0,1,0,0
SU7917,50.95146,-0.869602,40816,9.228728117964923,827880,0,0,0,0,0,0,0,0,0,0,0,42,0,33,0,1,0,2,0,0,0,19,0,0,0,0
SU9361,51.344903,-0.658936,39199,9.680368632533304,797094,0,1,0,0,0,0,0,0,36,6,0,7,1,3,0,0,0,1,0,0,0,0,0,32,9,0
SU2528,51.055281,-1.637548,40446,9.68597183710108,820126,0,0,0,0,0,0,0,0,0,0,0,75,0,8,0,0,0,0,0,0,3,11,0,0,0,0
SP0748,52.134751,-1.89184,36122,9.646029069986012,736108,0,0,0,0,0,0,0,0,0,0,0,6,10,29,4,5,0,12,0,0,8,18,0,5,0,0
SU2529,51.064273,-1.637478,40446,9.68597183710108,819426,0,0,0,0,0,0,0,0,0,0,0,71,15,1,0,0,0,1,0,0,4,2,1,1,0,0
SD3382,54.233867,-3.021713,27647,8.824140338481417,572234,0,0,0,0,0,0,0,0,0,9,0,38,3,7,0,0,0,1,2,0,0,35,0,0,0,0
SY8590,50.713947,-2.20674,41698,9.879764710983679,846686,0,0,0,0,0,0,0,0,32,6,0,7,19,12,0,0,0,0,2,0,7,7,0,1,1,0
ST7913,50.92059,-2.293015,40976,9.739578900087052,830580,0,0,0,0,0,0,0,0,0,0,0,18,12,38,0,0,0,0,0,0,1,24,0,0,0,1
SU4101,50.811571,-1.412341,41349,10.463138575383306,839042,0,0,0,0,0,0,0,0,0,0,0,31,39,12,5,0,0,0,0,0,0,6,0,3,0,0
TR3561,51.303871,1.37721,39228,NA,797236,0,0,0,79,0,0,4,0,0,0,0,0,0,0,3,2,0,0,7,0,0,1,0,0,0,0
TG0131,52.843299,0.990531,33101,8.983184374127147,678202,0,0,0,0,0,0,0,0,0,0,0,60,11,3,7,0,0,6,0,0,1,8,0,0,0,0
SD4386,54.271015,-2.869074,27469,8.33360535585757,569444,0,1,0,0,0,0,0,0,0,4,0,71,4,1,0,0,6,10,0,0,0,0,0,0,0,0
SO5934,52.007447,-2.591438,36652,9.485001513703077,745860,0,0,0,0,0,0,0,0,0,0,0,39,3,38,0,2,0,1,0,0,0,12,0,0,0,1
SU0904,50.839951,-1.86645,41342,9.825988281603374,836910,0,0,0,0,0,0,0,0,17,3,0,5,1,26,0,0,0,0,14,0,0,1,1,11,16,1
TQ6244,51.176648,0.323343,39933,9.441198140957974,809063,0,0,0,0,0,0,0,0,0,0,0,53,0,1,0,0,0,12,0,0,26,0,0,6,0,0
SU1840,51.163452,-1.73681,39904,9.633883618254165,811719,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,56,0,0,6,14,0,3,3,12
TQ1048,51.225007,-0.418963,39743,9.01488074913577,806211,0,0,0,0,0,0,0,0,0,0,0,29,2,11,10,0,0,0,8,0,18,18,0,1,0,0
TQ5531,51.061784,0.217682,40292,9.231495289627338,818156,0,0,0,0,0,0,0,0,0,0,0,18,62,2,0,0,0,5,0,0,2,0,0,9,0,0
TQ9056,51.275794,0.729833,39399,9.573972923644577,800691,0,0,0,0,0,0,0,0,0,0,0,30,0,15,0,0,0,8,0,0,38,7,0,0,0,0
TQ0948,51.2252,-0.433278,39742,9.211168862242465,806210,0,0,0,0,0,0,0,0,0,0,0,45,2,11,1,0,0,3,0,0,21,12,0,0,2,1
SU2438,51.145244,-1.65114,40085,9.246693977511887,813125,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,81,0,0,0,0,0,0,0,11
SJ3197,53.46976,-3.033395,30707,9.780341482407747,631732,0,31,0,14,1,0,0,0,0,0,0,0,0,11,5,7,0,0,0,0,2,5,0,2,17,0
TQ1752,51.259562,-0.317453,39564,9.111955242770035,803418,0,0,0,0,0,0,0,0,0,0,0,52,18,9,0,2,0,5,0,0,0,4,0,6,0,0
TG4222,52.745676,1.591459,33469,9.551548503417282,684543,0,0,0,0,0,0,0,0,0,0,0,13,0,3,7,1,0,1,1,12,19,37,0,1,0,0
ST5107,50.86496,-2.690537,41151,9.454054633118972,834752,0,0,0,0,0,0,0,0,0,0,0,20,10,39,0,10,0,1,0,0,2,13,1,0,0,0
ST9900,50.804057,-2.008463,41340,9.715857771065451,839700,0,0,0,0,0,0,0,0,0,0,0,6,0,63,3,0,0,0,0,0,8,7,2,2,2,1
TQ1408,50.864679,-0.37434,41183,9.710104321502005,834215,0,0,0,0,0,0,0,0,0,0,0,18,0,60,0,0,0,0,0,0,14,6,0,0,0,0
TM4667,52.250415,1.609902,35450,9.641203343782475,723047,0,0,0,0,0,0,0,0,2,0,0,40,7,0,3,0,0,0,15,16,5,7,0,1,0,0
ST8807,50.866888,-2.164786,41158,9.626011070228765,834789,0,0,0,0,0,0,0,0,0,0,0,14,4,25,0,0,0,2,0,0,8,10,0,25,7,1
SU5065,51.386306,-1.275677,39011,9.470279716240768,794251,0,0,0,0,0,0,0,0,0,0,0,4,0,17,60,0,0,0,0,0,0,14,0,2,1,0
SO8811,51.802023,-2.168179,37378,9.212859093867038,761989,0,0,0,0,0,0,0,0,0,0,0,14,5,60,0,0,0,4,0,0,0,13,0,0,0,0
SU2225,51.02843,-1.680536,40445,9.553444491454467,822223,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,10,0,0,39,25,9,0,0,0
SU1741,51.172475,-1.751062,39904,9.633883618254165,811018,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,3,0,0,40,26,0,8,0,0
ST7721,50.992453,-2.321965,40616,9.753829097548838,824978,0,0,0,0,0,0,0,0,0,0,0,15,4,33,0,0,0,0,0,0,2,43,1,0,0,0
TQ7513,50.894317,0.494135,41016,10.087683799057565,830776,0,1,0,0,0,0,0,0,0,0,0,46,0,33,0,0,0,8,0,0,0,1,0,7,0,0
TL2100,51.690116,-0.243665,37765,9.500161011420184,769822,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,17,0,3,0,0,25,23,0,8,2,0
SK3436,52.92481,-1.488272,32887,9.010876814581083,674535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,70,0
SD4214,53.623863,-2.870839,30169,9.371261041361237,619843,0,10,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,8,60,0,0,0,0
SU1201,50.812917,-1.823945,41343,9.74292725047484,839013,0,0,0,0,0,0,0,0,39,1,0,4,17,5,5,0,0,0,19,0,0,3,0,4,0,0
SU6914,50.925778,-1.01251,40994,9.812213648425638,829970,0,0,0,0,0,0,0,0,0,0,0,13,0,31,0,7,0,11,0,0,9,17,0,10,0,0
SD5477,54.191235,-2.698814,27831,8.678832364087995,575755,0,0,0,0,0,0,0,0,0,0,0,54,0,8,0,0,2,4,19,0,2,4,0,3,0,0
SU7535,51.113828,-0.922791,40096,9.530690284331497,815276,0,0,0,0,0,0,0,0,0,0,0,13,4,19,0,0,0,20,0,0,22,19,0,0,0,0
SK1556,53.105471,-1.769932,32164,7.4476863177925425,660516,0,0,0,0,0,0,0,0,0,0,0,4,0,74,0,0,0,19,0,0,0,1,0,0,0,0
SD4487,54.280111,-2.853907,27469,8.33360535585757,568745,0,0,0,0,0,0,0,0,1,3,0,62,6,0,0,0,6,18,0,0,0,0,0,0,0,0
SO4666,52.294011,-2.785863,35390,8.848595442904623,723447,0,0,0,0,0,0,0,0,0,0,0,1,0,25,22,16,0,4,0,0,0,17,0,4,1,7
TL0630,51.96279,-0.451359,36682,9.373552597718701,748807,0,0,0,0,0,0,0,0,0,0,0,22,0,20,0,1,0,6,0,0,20,23,0,6,0,0
SO7635,52.017421,-2.343848,36476,9.598792674354158,745177,0,0,0,0,0,0,0,0,0,0,0,14,0,22,2,7,0,8,0,0,2,37,0,0,5,0
SU3228,51.054929,-1.537677,40447,9.879146412952291,820133,0,0,0,0,0,0,0,0,0,0,0,28,3,24,0,0,0,3,0,0,18,22,0,0,0,0
SD4573,54.15441,-2.836004,28010,9.153516674169706,578546,31,0,0,58,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0
SP9722,51.892534,-0.584568,37040,9.355960890496702,754398,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,2,0,8,0,0,33,31,0,3,0,0
SY8091,50.722792,-2.277612,41697,9.786494473909313,845981,0,0,0,0,0,0,0,0,0,0,0,57,1,22,1,0,0,0,0,0,4,11,0,0,0,0
SX4983,50.631718,-4.129396,42030,9.355646156099196,851450,0,0,0,0,0,0,0,0,0,0,0,39,5,38,0,0,0,5,0,0,7,2,0,0,0,0
SJ5537,52.933046,-2.663494,32872,9.023387361063799,673756,0,0,0,0,0,0,0,0,0,0,0,0,0,43,11,6,0,0,0,0,4,31,0,1,1,0
NY7533,54.695932,-2.381641,25856,5.077483735058835,536576,0,0,0,0,0,0,0,18,51,1,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
SU6262,51.358142,-1.103778,39193,9.482162580000105,796363,0,0,0,0,0,0,0,0,0,0,0,32,22,12,1,0,0,0,0,4,0,4,0,21,0,0
SD4190,54.306734,-2.900565,27289,8.314843937789085,566642,0,0,0,0,0,0,0,0,0,0,0,17,0,74,0,0,0,7,0,0,0,1,0,0,0,0
SO9392,52.530329,-2.097247,34499,9.203461177610004,705294,0,1,0,0,0,0,0,0,0,0,0,8,0,1,12,0,0,0,0,0,1,3,0,37,34,0
TL1914,51.816362,-0.267777,37404,9.349909304804125,760020,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,15,5,0,11,41,3,1,0,5
SO9381,52.431439,-2.097028,34859,9.285859353044435,712994,0,13,0,0,0,0,0,0,0,0,0,19,12,34,0,1,0,1,0,0,6,3,0,0,0,6
SJ7255,53.09599,-2.412126,32155,9.349037904400246,661173,0,0,0,0,0,0,0,0,0,0,0,3,0,54,9,0,0,4,0,0,6,1,0,21,0,0
TQ3498,51.669183,-0.056476,37947,10.336563717796043,771235,0,0,0,0,0,0,0,0,0,0,0,1,0,15,13,0,0,9,0,0,0,8,0,25,25,0
SW5841,50.22408,-5.387115,43452,10.716573679334907,880759,0,0,0,12,0,0,0,0,0,0,0,0,0,26,18,0,0,0,7,0,0,12,0,3,10,7
SP9310,51.785358,-0.645916,37399,9.18002413813093,762794,0,0,0,0,0,0,0,0,0,0,0,42,0,2,0,1,0,6,0,0,19,12,0,14,1,0
ST8259,51.33432,-2.252584,39357,9.710615942217013,798383,0,0,0,0,0,0,0,0,0,0,0,3,0,48,0,0,0,18,0,0,1,8,0,18,0,0
TL0006,51.748193,-0.54562600000000006,37581,9.299954354667511,765601,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,6,0,0,0,0,32,29,3,7,7,0
TQ3861,51.33573,-0.013186,39208,9.667242164347272,797139,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,6,0,0,0,8,0,41,2,0
TQ7866,51.369504,0.562983,39036,10.353611542175198,793679,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,12,0,0,0,3,0,11,46,6
TQ4310,50.876188,0.038279,41009,10.013847901334403,832844,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,66,0,0,0,2,0,0,0,0
SU4516,50.946149,-1.353709,40810,10.35252576837155,828546,0,0,0,0,0,0,0,0,0,0,0,5,2,6,36,0,0,0,34,1,0,3,0,2,6,1
SU4616,50.946069,-1.3394760000000001,40810,10.35252576837155,828547,0,0,0,0,0,0,0,0,0,0,0,21,12,25,23,3,0,2,0,0,0,6,0,0,2,1
TQ0872,51.441112,-0.44029,38842,10.55505953759791,789409,0,6,0,0,0,0,0,0,0,0,0,6,0,14,2,12,0,0,19,7,0,16,0,3,11,0
ST8575,51.478269,-2.210181,38638,9.141901249950692,787186,0,0,0,0,0,0,0,0,0,0,0,22,0,45,0,0,0,12,0,0,1,17,0,1,0,0
SO9408,51.775142,-2.081117,37559,8.680474054136585,764095,0,0,0,0,0,0,0,0,0,0,0,38,3,36,0,3,0,4,0,0,10,3,0,0,0,0
SU0485,51.568356,-1.93647,38281,9.385588307595297,780205,0,0,0,0,0,0,0,0,0,0,0,43,13,26,0,1,0,2,0,0,0,11,0,1,0,0
SO9756,52.206718,-2.038002,35760,9.526918117478909,730498,0,0,0,0,0,0,0,0,0,0,0,43,3,39,0,7,0,2,0,0,0,0,0,0,1,0
TQ3568,51.399357,-0.053559,39028,10.371619647335432,792236,0,0,0,0,0,0,0,0,0,0,0,8,0,14,34,1,0,0,0,0,0,1,1,17,19,1
SU5880,51.520398,-1.15825,38472,9.253348907905842,783759,0,0,0,0,0,0,0,0,0,0,0,16,0,50,0,1,0,24,0,0,0,0,0,5,0,0
TL1300,51.691789,-0.359348,37763,9.58820298361244,769814,0,0,0,0,0,0,0,0,0,0,0,28,1,8,13,0,0,0,0,0,26,21,0,0,0,0
SU2428,51.055325,-1.651816,40445,9.553444491454467,820125,0,0,0,0,0,0,0,0,0,0,0,53,9,32,0,0,0,0,0,0,1,3,0,0,0,0
TQ3188,51.580029,-0.103582,38307,10.747223271535681,778232,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,91,0
SP9111,51.794677,-0.674638,37399,9.18002413813093,762092,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,10,0,3,0,0,0,8,0,52,4,0
SP8632,51.984234,-0.74186,36678,9.535537846432872,747387,0,10,0,0,0,0,0,0,0,0,0,7,0,10,0,20,0,2,0,0,0,14,2,14,16,0
TL1114,51.818014,-0.383784,37403,9.26216631746072,760012,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,65,19,0,0,0,0
SU4757,51.314636,-1.319851,39370,8.920193350442535,799848,0,0,0,0,0,0,0,0,0,0,0,1,0,80,0,0,0,7,0,0,6,1,0,2,0,0
ST9537,51.136753,-2.065697,40080,8.997581892670377,813796,0,0,0,0,0,0,0,0,0,0,0,17,2,35,0,0,0,0,0,0,1,20,0,3,0,19
SD4676,54.181474,-2.821228,27830,8.854025098041514,576447,0,0,0,0,0,0,0,0,0,2,0,67,0,1,2,0,3,1,0,0,0,0,0,0,8,12
SU5129,51.062535,-1.266469,40451,9.558903472033013,819452,0,0,0,0,0,0,0,0,0,0,0,3,0,44,0,4,0,10,0,0,8,15,0,10,0,1
TQ0984,51.548777,-0.422189,38482,10.24716111592969,781010,0,0,0,0,0,0,0,0,0,0,0,12,0,18,0,4,0,18,0,0,0,27,0,8,9,0
SU4927,51.044727,-1.29528,40450,9.935979995618798,820850,0,1,0,0,0,0,0,0,0,0,0,13,0,31,0,1,0,5,0,0,2,41,0,0,2,0
SO9581,52.43146,-2.067612,34860,9.186070290898186,712996,0,0,0,0,0,0,0,0,0,0,0,48,3,23,0,0,0,11,0,0,0,10,0,2,0,0
TQ1077,51.485666,-0.409965,38663,10.54446399285068,785911,0,0,0,0,0,0,0,0,0,0,0,13,0,31,1,0,0,5,0,0,0,6,0,15,25,0
SP9512,51.802997,-0.616381,37400,8.885597504543057,761396,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1,0,38,0,0,0,45,0,2,2,0
ST9566,51.397516,-2.066071,39000,9.087433589889558,793496,0,0,0,0,0,0,0,0,0,0,0,33,1,20,9,0,0,5,0,0,14,4,0,10,0,2
SZ5899,50.792124,-1.171394,41532,NA,840459,0,0,0,0,0,0,0,0,0,5,0,0,0,28,8,1,0,0,0,0,0,21,0,26,9,0
TL3410,51.777014,-0.051846,37407,9.803293235481629,762835,0,0,0,0,0,0,0,0,0,0,0,53,6,8,0,5,0,0,0,0,10,15,0,0,1,0
ST2721,50.988316,-3.034307,40606,10.047673039664542,824928,0,0,0,0,0,0,0,0,0,0,0,6,0,37,0,0,0,6,0,0,18,7,18,0,4,1
ST1817,50.951149,-3.161609,40784,9.260121618727874,827719,0,0,0,0,0,0,0,0,0,0,0,53,7,16,5,0,0,3,0,0,1,4,6,0,0,0
NZ3635,54.713192,-1.434975,25688,7.996909678103144,535237,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,3,0,0,48,24,0,5,2,0
ST8510,50.893797,-2.207536,40978,9.406880752585579,832686,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,1,0,22,0,0,5,41,3,0,0,0
NZ3332,54.686441,-1.481882,25867,8.228528664462287,537334,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,9,0,0,20,35,0,1,12,5
TL2317,51.842453,-0.208709,37225,9.391970184435937,757924,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,1,0,29,0,0,0,9,1,21,0,0
SW5740,50.214693,-5.40047,43452,10.716573679334907,881458,14,0,0,19,2,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,2,0,0,1,0
NY7608,54.471315,-2.364116,26756,7.612349959479725,554077,0,0,0,0,0,0,0,0,0,0,0,4,0,71,1,0,1,4,0,0,13,3,0,0,0,0
SX7289,50.691136,-3.806438,41855,9.288696454750495,847273,0,0,0,0,0,0,0,0,4,0,0,48,0,27,0,0,0,0,16,0,0,2,0,0,0,0
SU2530,51.073265,-1.637408,40266,9.457844127062382,818726,0,0,0,0,0,0,0,0,0,0,0,37,1,30,0,0,0,1,0,0,26,2,0,0,0,0
TQ3306,50.842633,-0.105228,41187,10.03730126765121,835634,0,0,0,0,0,0,0,0,0,0,0,6,0,27,0,0,0,10,0,0,0,8,0,26,21,0
TL2510,51.779103,-0.182226,37406,9.688512791551629,762826,0,0,0,0,0,0,0,0,0,0,0,54,0,11,0,1,0,4,0,0,12,2,0,6,6,0
TL0717,51.84576,-0.440861,37222,9.127958466018711,757908,0,0,0,0,0,0,0,0,0,0,0,24,0,5,0,0,0,0,0,0,28,38,0,2,0,0
SO9316,51.847059,-2.095763,37199,9.536638877339342,758494,0,0,0,0,0,0,0,0,0,0,0,16,1,32,0,12,0,9,0,0,20,5,0,1,0,0
TQ2897,51.6616,-0.143555,37946,9.897257429662442,771929,0,0,0,0,0,0,0,0,0,0,0,57,0,10,0,0,0,11,0,0,4,12,0,4,0,0
SY9287,50.687103,-2.107532,41879,10.107501534160088,848793,0,0,0,0,0,0,0,0,0,0,0,11,0,27,2,0,0,3,2,5,0,1,0,35,9,0
TQ3762,51.344959,-0.027146,39208,9.667242164347272,796438,0,0,0,0,0,0,0,0,0,0,0,7,0,35,0,0,0,39,0,0,0,0,0,17,0,0
NZ4936,54.72107,-1.23304,25690,8.766106810029349,534550,54,0,0,27,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,2,0
SP3859,52.232357,-1.437699,35768,9.126994009878462,728439,0,6,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,27,38,0,6,2,0
TQ2748,51.221467,-0.175638,39746,9.551277998630972,806228,0,3,0,0,0,0,0,0,0,0,0,28,0,32,0,6,0,12,0,0,0,0,0,8,6,0
SO7839,52.053464,-2.314958,36476,9.598792674354158,742379,0,0,0,0,0,0,0,0,0,0,0,3,0,35,0,5,0,45,0,0,6,4,0,0,0,0
ST7935,51.118416,-2.294266,40076,8.895322913265478,815180,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,2,0,0,80,8,1,0,0,0
TQ7965,51.360206,0.576829,39036,10.353611542175198,794380,0,0,0,0,0,0,0,0,0,0,0,42,3,3,0,0,0,1,0,0,17,0,0,20,11,0
TQ3682,51.524925,-0.033793,38488,10.932987778393711,782437,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,1,0,0,0,0,0,0,0,9,76,0
SK6644,52.993711,-1.010703,32714,9.385467554243748,668967,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,37,0,31,12,0
TQ1076,51.476678,-0.410278,38663,10.54446399285068,786611,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,1,0,23,56,0
TQ1287,51.57515,-0.377982,38303,10.222153762293953,778913,0,0,0,0,0,0,0,0,0,0,0,13,0,7,3,0,0,0,0,0,0,2,0,47,26,0
TQ2277,51.483197,-0.237224,38665,10.700838587265315,785923,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,2,0,46,28,0
TQ3406,50.842401,-0.091033,41187,10.03730126765121,835635,0,0,0,0,0,0,0,0,0,0,0,5,0,33,0,0,0,13,0,0,11,10,2,24,0,0
SD4779,54.208537,-2.806432,27830,8.854025098041514,574348,0,0,0,0,2,0,0,0,0,1,0,37,0,26,0,0,2,6,0,0,1,9,0,11,0,0
